timestamp,load,nInstances
2060.000000, 0.250000, 54
2070.000000, 0.250000, 54
2080.000000, 0.000000, 54
2090.000000, 0.000000, 53
2100.000000, 0.000000, 52
2110.000000, 0.000000, 51
2120.000000, 0.000000, 50
2130.000000, 0.000000, 49
2140.000000, 0.000000, 48
2150.000000, 0.000000, 47
2160.000000, 0.000000, 46
2170.000000, 0.000000, 45
2180.000000, 0.000000, 44
2190.000000, 0.000000, 43
2200.000000, 0.000000, 42
2210.000000, 0.000000, 41
2220.000000, 0.000000, 40
2230.000000, 0.000000, 39
2240.000000, 0.000000, 38
2250.000000, 0.000000, 37
2260.000000, 0.000000, 36
2270.000000, 0.000000, 35
2280.000000, 0.000000, 34
2290.000000, 0.000000, 33
2300.000000, 0.000000, 32
2310.000000, 0.000000, 31
2320.000000, 0.250000, 30
2330.000000, 0.250000, 30
2340.000000, 0.250000, 30
2350.000000, 0.250000, 30
2360.000000, 0.350000, 30
2370.000000, 0.500000, 30
2380.000000, 0.500000, 30
2390.000000, 0.500000, 30
2400.000000, 0.616667, 30
2410.000000, 0.750000, 30
2420.000000, 0.750000, 31
2430.000000, 0.750000, 32
2440.000000, 0.750000, 33
2450.000000, 0.750000, 34
2460.000000, 0.784286, 35
2470.000000, 0.977778, 36
2480.000000, 0.917793, 37
2490.000000, 0.989268, 38
2500.000000, 0.959649, 39
2510.000000, 0.974348, 40
2520.000000, 0.985540, 41
2530.000000, 0.984082, 42
2540.000000, 0.988777, 43
2550.000000, 0.990707, 44
2560.000000, 0.989751, 45
2570.000000, 0.995946, 46
2580.000000, 0.998786, 47
2590.000000, 0.994585, 48
2600.000000, 0.996773, 49
2610.000000, 0.997677, 50
2620.000000, 0.994148, 51
2630.000000, 0.996397, 52
2640.000000, 0.991800, 53
2650.000000, 0.992206, 54
2660.000000, 0.993100, 55
2670.000000, 0.993953, 56
2680.000000, 0.996325, 57
2690.000000, 0.991327, 58
2700.000000, 0.981867, 59
2710.000000, 0.974225, 60
2720.000000, 0.965674, 61
2730.000000, 0.962418, 62
2740.000000, 0.950940, 63
2750.000000, 0.944759, 64
2760.000000, 0.931988, 65
2770.000000, 0.857215, 66
2780.000000, 0.840873, 67
2790.000000, 0.814859, 68
2800.000000, 0.793379, 69
2810.000000, 0.740963, 70
2820.000000, 0.500000, 71
2830.000000, 0.500000, 71
2840.000000, 0.299296, 71
2850.000000, 0.250000, 71
2860.000000, 0.250000, 71
2870.000000, 0.250000, 71
2880.000000, 0.250000, 71
2890.000000, 0.250000, 71
2900.000000, 0.250000, 71
2910.000000, 0.250000, 71
2920.000000, 0.250000, 71
2930.000000, 0.049296, 71
2940.000000, 0.000000, 70
2950.000000, 0.000000, 69
2960.000000, 0.000000, 68
2970.000000, 0.000000, 67
2980.000000, 0.000000, 66
2990.000000, 0.000000, 65
3000.000000, 0.000000, 64
3010.000000, 0.000000, 63
3020.000000, 0.000000, 62
3030.000000, 0.000000, 61
3040.000000, 0.000000, 60
3050.000000, 0.000000, 59
3060.000000, 0.000000, 58
3070.000000, 0.000000, 57
3080.000000, 0.000000, 56
3090.000000, 0.000000, 55
3100.000000, 0.000000, 54
3110.000000, 0.000000, 53
3120.000000, 0.000000, 52
3130.000000, 0.000000, 51
3140.000000, 0.000000, 50
3150.000000, 0.000000, 49
3160.000000, 0.000000, 48
3170.000000, 0.079787, 47
3180.000000, 0.027174, 46
3190.000000, 0.250000, 45
3200.000000, 0.250000, 45
3210.000000, 0.250000, 45
3220.000000, 0.250000, 45
3230.000000, 0.500000, 45
3240.000000, 0.500000, 45
3250.000000, 0.500000, 45
3260.000000, 0.500000, 45
3270.000000, 0.677778, 45
3280.000000, 0.750000, 45
3290.000000, 0.750000, 46
3300.000000, 0.750000, 47
3310.000000, 0.750000, 48
3320.000000, 0.750000, 49
3330.000000, 0.778000, 50
3340.000000, 0.886275, 51
3350.000000, 0.905128, 52
3360.000000, 0.943396, 53
3370.000000, 0.941649, 54
3380.000000, 0.981392, 55
3390.000000, 0.988182, 56
3400.000000, 0.985602, 57
3410.000000, 0.984701, 58
3420.000000, 0.987347, 59
3430.000000, 0.989845, 60
3440.000000, 0.988937, 61
3450.000000, 0.990270, 62
3460.000000, 0.993006, 63
3470.000000, 0.993360, 64
3480.000000, 0.996126, 65
3490.000000, 0.992944, 66
3500.000000, 0.992985, 67
3510.000000, 0.991906, 68
3520.000000, 0.989914, 69
3530.000000, 0.984226, 70
3540.000000, 0.958243, 71
3550.000000, 0.935268, 72
3560.000000, 0.858362, 73
3570.000000, 0.721748, 74
3580.000000, 0.003333, 75
3590.000000, 0.000000, 74
3600.000000, 0.000000, 73
3610.000000, 0.000000, 72
3620.000000, 0.000000, 71
3630.000000, 0.000000, 70
3640.000000, 0.000000, 69
3650.000000, 0.000000, 68
3660.000000, 0.000000, 67
3670.000000, 0.000000, 66
3680.000000, 0.000000, 65
3690.000000, 0.000000, 64
3700.000000, 0.000000, 63
